1770619171.256030 server started (20939): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1770619171.256099 on Darwin 25.2.0 Darwin Kernel Version 25.2.0: Tue Nov 18 21:09:55 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T8103
1770619171.256112 using libevent 2.1.12-stable select
1770619171.256127 using utf8proc 2.11.3
1770619171.256136 using ncurses 6.5 20240427
1770619178.361812 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.361817 parameter 0: number 48
1770619178.361821 parameter 1: number 5
1770619178.361825 parameter 2: number 236
1770619178.361829 input_csi_dispatch: 'm' "" "38;5;178"
1770619178.361834 parameter 0: number 38
1770619178.361838 parameter 1: number 5
1770619178.361842 parameter 2: number 178
1770619178.361846 screen_write_collect_trim: 0x10159b4e0 39-51 before 59-59
1770619178.361851 screen_write_collect_trim: 0x10159b5a0 52-56 before 59-59
1770619178.361855 screen_write_collect_trim: 0x10159b540 57-58 before 59-59
1770619178.361860 screen_write_collect_end: 1   (at 59,1)
1770619178.361864 input_csi_dispatch: 'm' "" "0"
1770619178.361868 parameter 0: number 0
1770619178.361873 input_csi_dispatch: 'm' "" "38;5;178"
1770619178.361878 parameter 0: number 38
1770619178.361882 parameter 1: number 5
1770619178.361886 parameter 2: number 178
1770619178.361890 input_csi_dispatch: 'm' "" "48;5;236"
1770619178.361895 parameter 0: number 48
1770619178.361899 parameter 1: number 5
1770619178.361903 parameter 2: number 236
1770619178.361908 input_csi_dispatch: 'm' "" "49"
1770619178.361912 parameter 0: number 49
1770619178.361916 input_csi_dispatch: 'm' "" "38;5;236"
1770619178.361921 parameter 0: number 38
1770619178.361925 parameter 1: number 5
1770619178.361929 parameter 2: number 236
1770619178.361933 UTF-8 \356\202\264 is 0E0B4
1770619178.361937 utf8proc_wcwidth(0E0B4) returned 1
1770619178.361942 input_top_bit_set 3 '\356\202\264' (width 1)
1770619178.361946 /dev/ttys007:  development 
1770619178.361951 /dev/ttys007: \033[38;5;178m
1770619178.361956 /dev/ttys007: !113 
1770619178.361960 /dev/ttys007: \033[38;5;39m
1770619178.361965 /dev/ttys007: ?6
1770619178.361969 /dev/ttys007: \033[38;5;178m
1770619178.361974 /dev/ttys007:  
1770619178.361978 screen_write_collect_flush: flushed 4 items (screen_write_collect_add)
1770619178.361983 screen_write_combine: character \356\202\264 at 60,1 (width 1)
1770619178.361987 UTF-8   is 00020
1770619178.361991 UTF-8 \356\202\264 is 0E0B4
1770619178.361995 UTF-8 \356\202\264 is 0E0B4
1770619178.361999 UTF-8   is 00020
1770619178.362004 utf8_from_data: (1 3 \356\202\264) -> 43b482ee
1770619178.362008 /dev/ttys007: \033[49m
1770619178.362013 /dev/ttys007: \033(B\033[m
1770619178.362017 /dev/ttys007: \033[38;5;236m
1770619178.362021 /dev/ttys007: \356\202\264
1770619178.362026 input_csi_dispatch: 'm' "" "0"
1770619178.362030 parameter 0: number 0
1770619178.362035 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1770619178.362041 cmdq_next <global>: empty
1770619178.362046 cmdq_next </dev/ttys007>: empty
1770619178.362052 server_client_reset_state: client /dev/ttys007 mode CURSOR,KCURSOR,KKEYPAD,WRAP
1770619178.362057 /dev/ttys007: \033[1;25r
1770619178.362062 server_client_reset_state: cursor to 61,1
1770619178.362066 /dev/ttys007: \033[2;62H
1770619178.362071 /dev/ttys007: \033(B\033[m
1770619178.362075 /dev/ttys007 sync end
1770619178.362080 /dev/ttys007: \033[?2026l
1770619178.362085 server_client_check_pane_buffer: %0 has 1024 minimum (of 1024) bytes used
1770619178.362090 server_client_check_pane_buffer: pane %0 is on
1770619178.362096 @0 active pane changed
1770619178.362101 @0 name timer already queued (477636 left)
1770619178.362113 %0 has 186 bytes
1770619178.362119 @0 alerts timer reset 0
1770619178.362124 screen_write_start_pane: size 80x24, pane %0 (at 0,0)
1770619178.362139 input_parse_buffer: %0 csi_parameter, 186 bytes: ;5;236m\033[49m\033[39m\033[38;5;240m\r\n\033[0m\033[38;5;240m\033[49m\033[39m\033[0m\033[49m\033[38;5;196m\342\235\257\033[0m\033[38;5;196m\033[49m\033[38;5;196m\033[0m\033[38;5;196m\033[49m\033[30m\033[0m\033[30m\033[49m\033[39m \033[0m\033[49m\033[39m\033[K\033[?1h\033=\033[?2004h
1770619178.362144 input_csi_dispatch: 'm' "" "38;5;236"
1770619178.362149 parameter 0: number 38
1770619178.362153 parameter 1: number 5
1770619178.362157 parameter 2: number 236
1770619178.362162 input_csi_dispatch: 'm' "" "49"
1770619178.362166 parameter 0: number 49
1770619178.362171 input_csi_dispatch: 'm' "" "39"
1770619178.362175 parameter 0: number 39
1770619178.362180 input_csi_dispatch: 'm' "" "38;5;240"
1770619178.362184 parameter 0: number 38
1770619178.362189 parameter 1: number 5
1770619178.362193 parameter 2: number 240
1770619178.362197 input_c0_dispatch: '\r'
1770619178.362202 input_c0_dispatch: '\n'
1770619178.362206 screen_write_linefeed: at 0,1 (region 0-23)
1770619178.362211 input_csi_dispatch: 'm' "" "0"
1770619178.362215 parameter 0: number 0
1770619178.362220 input_csi_dispatch: 'm' "" "38;5;240"
1770619178.362224 parameter 0: number 38
1770619178.362228 parameter 1: number 5
1770619178.362232 parameter 2: number 240
1770619178.362237 input_csi_dispatch: 'm' "" "49"
1770619178.362241 parameter 0: number 49
1770619178.362246 input_csi_dispatch: 'm' "" "39"
1770619178.362250 parameter 0: number 39
1770619178.362255 input_csi_dispatch: 'm' "" "0"
1770619178.362259 parameter 0: number 0
1770619178.362263 input_csi_dispatch: 'm' "" "49"
1770619178.362267 parameter 0: number 49
1770619178.362272 input_csi_dispatch: 'm' "" "38;5;196"
1770619178.362276 parameter 0: number 38
1770619178.362281 parameter 1: number 5
1770619178.362285 parameter 2: number 196
1770619178.362289 UTF-8 \342\235\257 is 0276F
1770619178.362294 utf8proc_wcwidth(0276F) returned 1
1770619178.362299 input_top_bit_set 3 '\342\235\257' (width 1)
1770619178.362303 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1770619178.362309 utf8_from_data: (1 3 \342\235\257) -> 43af9de2
1770619178.362313 /dev/ttys007: \r
1770619178.362318 /dev/ttys007: \n
1770619178.362323 /dev/ttys007: \033[38;5;196m
1770619178.362327 /dev/ttys007: \342\235\257
1770619178.362331 input_csi_dispatch: 'm' "" "0"
1770619178.362336 parameter 0: number 0
1770619178.362340 input_csi_dispatch: 'm' "" "38;5;196"
1770619178.362345 parameter 0: number 38
1770619178.362349 parameter 1: number 5
1770619178.362353 parameter 2: number 196
1770619178.362358 input_csi_dispatch: 'm' "" "49"
1770619178.362362 parameter 0: number 49
1770619178.362366 input_csi_dispatch: 'm' "" "38;5;196"
1770619178.362371 parameter 0: number 38
1770619178.362375 parameter 1: number 5
1770619178.362378 parameter 2: number 196
1770619178.362383 input_csi_dispatch: 'm' "" "0"
1770619178.362387 parameter 0: number 0
1770619178.362392 input_csi_dispatch: 'm' "" "38;5;196"
1770619178.362396 parameter 0: number 38
1770619178.362400 parameter 1: number 5
1770619178.362404 parameter 2: number 196
1770619178.362409 input_csi_dispatch: 'm' "" "49"
1770619178.362413 parameter 0: number 49
1770619178.362417 input_csi_dispatch: 'm' "" "30"
1770619178.362422 parameter 0: number 30
1770619178.362426 input_csi_dispatch: 'm' "" "0"
1770619178.362430 parameter 0: number 0
1770619178.362435 input_csi_dispatch: 'm' "" "30"
1770619178.362439 parameter 0: number 30
1770619178.362443 input_csi_dispatch: 'm' "" "49"
1770619178.362447 parameter 0: number 49
1770619178.362452 input_csi_dispatch: 'm' "" "39"
1770619178.362456 parameter 0: number 39
1770619178.362461 screen_write_collect_end: 1   (at 1,2)
1770619178.362465 input_csi_dispatch: 'm' "" "0"
1770619178.362470 parameter 0: number 0
1770619178.362474 input_csi_dispatch: 'm' "" "49"
1770619178.362478 parameter 0: number 49
1770619178.362483 input_csi_dispatch: 'm' "" "39"
1770619178.362487 parameter 0: number 39
1770619178.362492 input_csi_dispatch: 'K' "" ""
1770619178.362497 screen_write_collect_trim: 0xac70fc000 1-1 before 2-79
1770619178.362502 input_csi_dispatch: 'h' "?" "1"
1770619178.362506 parameter 0: number 1
1770619178.362511 screen_write_mode_set: KCURSOR
1770619178.362515 input_esc_dispatch: '=', 
1770619178.362520 screen_write_mode_set: KKEYPAD
1770619178.362525 input_csi_dispatch: 'h' "?" "2004"
1770619178.362529 parameter 0: number 2004
1770619178.362534 screen_write_mode_set: BRACKETPASTE
1770619178.362539 /dev/ttys007: \033[39m
1770619178.362543 /dev/ttys007:  
1770619178.362548 tty_clear_pane_line: /dev/ttys007, 78 at 2,2
1770619178.362553 tty_clear_line: /dev/ttys007, 78 at 2,2
1770619178.362557 /dev/ttys007: \033[K
1770619178.362562 screen_write_collect_flush: flushed 2 items (screen_write_stop)
1770619178.362573 /dev/ttys007: wrote 495 bytes (of 495)
1770619178.362578 cmdq_next <global>: empty
1770619178.362583 cmdq_next </dev/ttys007>: empty
1770619178.362589 server_client_reset_state: client /dev/ttys007 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1770619178.362593 server_client_reset_state: cursor to 2,2
1770619178.362599 /dev/ttys007: current mode CURSOR,KCURSOR,KKEYPAD,WRAP
1770619178.362604 /dev/ttys007: setting mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1770619178.362609 server_client_check_pane_buffer: %0 has 186 minimum (of 186) bytes used
1770619178.362614 server_client_check_pane_buffer: pane %0 is on
1770619178.362618 @0 active pane changed
1770619178.362626 @0 name timer already queued (477111 left)
1770619178.370116 cmdq_next <global>: empty
1770619178.370129 cmdq_next </dev/ttys007>: empty
1770619178.370140 server_client_reset_state: client /dev/ttys007 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1770619178.370145 server_client_reset_state: cursor to 2,2
1770619178.370150 server_client_check_pane_buffer: pane %0 is on
1770619178.370155 @0 active pane changed
1770619178.370160 @0 name timer already queued (469577 left)
1770619178.840816 @0 name timer expired
1770619178.840946 cmdq_next <global>: empty
1770619178.840968 cmdq_next </dev/ttys007>: empty
1770619178.840997 server_client_reset_state: client /dev/ttys007 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1770619178.841019 server_client_reset_state: cursor to 2,2
1770619178.841042 server_client_check_pane_buffer: pane %0 is on
1770619178.841063 @0 active pane changed
1770619178.841088 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1770619178.841115 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
1770619178.841135 format_replace: condition is: pane_in_mode
1770619178.841175 format_replace: condition 'pane_in_mode' found: 0
1770619178.841191 format_replace: condition 'pane_in_mode' is false
1770619178.841209 format_replace: no condition matched in 'pane_in_mode,[tmux],#{pane_current_command}'; using last arg
1770619178.841226 format_expand1: expanding format: #{pane_current_command}
1770619178.841241 format_expand1: found #{}: pane_current_command
1770619178.841368 format_replace: format 'pane_current_command' found: zsh
1770619178.841391 format_replace: replaced 'pane_current_command' with 'zsh'
1770619178.841406 format_expand1: result is: zsh
1770619178.841423 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'zsh'
1770619178.841439 format_expand1: found #{}: ?pane_dead,[dead],
1770619178.841455 format_replace: condition is: pane_dead
1770619178.841475 format_replace: condition 'pane_dead' found: 0
1770619178.841491 format_replace: condition 'pane_dead' is false
1770619178.841507 format_replace: no condition matched in 'pane_dead,[dead],'; using last arg
1770619178.841523 format_replace: replaced '?pane_dead,[dead],' with ''
1770619178.841538 format_expand1: result is: zsh
1770619178.841553 @0 name not changed (still zsh)
1770619178.955044 /dev/ttys007: read 10 bytes (already 0)
1770619178.955090 /dev/ttys007: keys are 10 (\033[27;5;99~)
1770619178.955106 /dev/ttys007: extended key \033[27;5;99~ is 200000000063 (C-c)
1770619178.955115 /dev/ttys007: complete key \033[27;5;99~ 0x200000000063
1770619178.955128 cmdq_append </dev/ttys007>: [server_client_key_callback/0xac6cc4000]
1770619178.955139 cmdq_next <global>: empty
1770619178.955148 cmdq_next </dev/ttys007>: enter
1770619178.955156 cmdq_next </dev/ttys007>: [server_client_key_callback/0xac6cc4000] (1), flags 0
1770619178.955165 session $0 0 activity 1770619178.955163
1770619178.955177 cmd_find_from_client: s=$0 0
1770619178.955184 cmd_find_from_client: wl=0 1 w=@0 zsh
1770619178.955190 cmd_find_from_client: wp=%0
1770619178.955197 cmd_find_from_client: idx=none
1770619178.955207 key table root (pane %0)
1770619178.955216 key table root (pane %0)
1770619178.955222 not found in key table root
1770619178.955232 writing key 0x200000000063 (C-c) to %0
1770619178.955241 input_key_vt10x: key in 200000000063
1770619178.955247 input_key_vt10x: key out 3
1770619178.955254 input_key_vt10x: \003
1770619178.955266 unref client 0x10159b8e0 (2 references)
1770619178.955273 cmdq_next </dev/ttys007>: exit (empty)
1770619178.955279 cmdq_next <global>: empty
1770619178.955285 cmdq_next </dev/ttys007>: empty
1770619178.955296 server_client_reset_state: client /dev/ttys007 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1770619178.955304 server_client_reset_state: cursor to 2,2
1770619178.955314 server_client_check_pane_buffer: pane %0 is on
1770619178.955322 @0 active pane not changed
1770619178.955353 cmdq_next <global>: empty
1770619178.955362 cmdq_next </dev/ttys007>: empty
1770619178.955370 server_client_reset_state: client /dev/ttys007 mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1770619178.955376 server_client_reset_state: cursor to 2,2
1770619178.955383 server_client_check_pane_buffer: pane %0 is on
1770619178.955390 @0 active pane not changed
1770619178.955954 %0 has 6 bytes
1770619178.955970 @0 alerts timer reset 0
1770619178.955980 screen_write_start_pane: size 80x24, pane %0 (at 0,0)
1770619178.955988 input_parse_buffer: %0 ground, 6 bytes: \033[?25l
1770619178.955998 input_csi_dispatch: 'l' "?" "25"
1770619178.956006 parameter 0: number 25
1770619178.956014 screen_write_mode_clear: CURSOR
1770619178.956022 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1770619178.956030 cmdq_next <global>: empty
1770619178.956036 cmdq_next </dev/ttys007>: empty
1770619178.956044 server_client_reset_state: client /dev/ttys007 mode KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1770619178.956051 server_client_reset_state: cursor to 2,2
1770619178.956058 /dev/ttys007: \033[?25l
1770619178.956065 /dev/ttys007: current mode CURSOR,KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1770619178.956072 /dev/ttys007: setting mode KCURSOR,KKEYPAD,WRAP,BRACKETPASTE
1770619178.956080 server_client_check_pane_buffer: %0 has 6 minimum (of 6) bytes used
1770619178.956087 server_client_check_pane_buffer: pane %0 is on
1770619178.956093 @0 active pane changed
1770619178.956100 @0 name timer queued (384977 left)
1770619178.956118 /dev/ttys007: wrote 6 bytes (of 6)
1770619178.956131 %0 has 104 bytes
1770619178.956138 @0 alerts timer reset 0
1770619178.956146 screen_write_start_pane: size 80x24, pane %0 (at 0,0)
1770619178.956157 input_parse_buffer: %0 ground, 104 bytes: \r\r\033M\033[0m\033[27m\033[24m\033[J\033[0m\033[49m\033[27m\033[24m\033[38;5;196m\342\235\257\033[0m\033[38;5;196m\033[49m\033[39m\033[27m\033[24m \033[K\033[34h\033[?25h
1770619178.956164 input_c0_dispatch: '\r'
1770619178.956171 input_c0_dispatch: '\r'
1770619178.956177 input_esc_dispatch: 'M', 
1770619178.956186 input_csi_dispatch: 'm' "" "0"
1770619178.956192 parameter 0: number 0
1770619178.956200 input_csi_dispatch: 'm' "" "27"
1770619178.956206 parameter 0: number 27
1770619178.956213 input_csi_dispatch: 'm' "" "24"
1770619178.956219 parameter 0: number 24
1770619178.956226 input_csi_dispatch: 'J' "" ""
1770619178.956234 /dev/ttys007 sync start
1770619178.956245 /dev/ttys007: \033[?2026h
1770619178.956254 screen_write_collect_flush: flushed 0 items (screen_write_clearendofscreen)
1770619178.956263 /dev/ttys007: \033[1;24r
1770619178.956271 tty_clear_area: /dev/ttys007, 80,22 at 0,2
1770619178.956278 /dev/ttys007: \033[1;1H
1770619178.956285 /dev/ttys007: \033[3;24r
1770619178.956292 /dev/ttys007: \033[22S
1770619178.956299 tty_clear_pane_line: /dev/ttys007, 80 at 0,1
1770619178.956306 tty_clear_line: /dev/ttys007, 80 at 0,1
1770619178.956312 /dev/ttys007: \033[2;1H
1770619178.956319 /dev/ttys007: \033[K
1770619178.956326 input_csi_dispatch: 'm' "" "0"
1770619178.956332 parameter 0: number 0
1770619178.956339 input_csi_dispatch: 'm' "" "49"
1770619178.956345 parameter 0: number 49
1770619178.956351 input_csi_dispatch: 'm' "" "27"
1770619178.956357 parameter 0: number 27
1770619178.956364 input_csi_dispatch: 'm' "" "24"
1770619178.956369 parameter 0: number 24
1770619178.956377 input_csi_dispatch: 'm' "" "38;5;196"
1770619178.956383 parameter 0: number 38
1770619178.956389 parameter 1: number 5
1770619178.956395 parameter 2: number 196
1770619178.956404 UTF-8 \342\235\257 is 0276F
1770619178.956412 utf8proc_wcwidth(0276F) returned 1
1770619178.956419 input_top_bit_set 3 '\342\235\257' (width 1)
1770619178.956426 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1770619178.956435 utf8_from_data: (1 3 \342\235\257) -> 43af9de2
1770619178.956445 /dev/ttys007: \033[38;5;196m
1770619178.956453 /dev/ttys007: \342\235\257
1770619178.956460 input_csi_dispatch: 'm' "" "0"
1770619178.956466 parameter 0: number 0
1770619178.956473 input_csi_dispatch: 'm' "" "38;5;196"
1770619178.956479 parameter 0: number 38
1770619178.956485 parameter 1: number 5
1770619178.956490 parameter 2: number 196
1770619178.956497 input_csi_dispatch: 'm' "" "49"
1770619178.956503 parameter 0: number 49
1770619178.956509 input_csi_dispatch: 'm' "" "39"
1770619178.956515 parameter 0: number 39
1770619178.956522 input_csi_dispatch: 'm' "" "27"
1770619178.956528 parameter 0: number 27
1770619178.956534 input_csi_dispatch: 'm' "" "24"
1770619178.956540 parameter 0: number 24
1770619178.956547 screen_write_collect_end: 1   (at 1,1)
1770619178.956554 input_csi_dispatch: 'K' "" ""
1770619178.956563 screen_write_collect_trim: 0xac70fc180 1-1 before 2-79
